,EWE,ENGLISH
22459,"Ben-Hadad ŋutɔ si, eye wòva du la me heva bè ɖe xɔ ememetɔ aɖe me.",And Ben-Hadad fled and went into a closet.
22460,"31 Eye eŋumewo va gblɔ nɛ be: “Kpɔ ɖa, míese be, Israel ƒe aƒe la ƒe fiawo nye fia siwo kpɔa nublanui na ame. Míeɖe kuku, na míasa akpanya ɖe ali, eye míasa ka ɖe ta, ne míado ayi Israel-fia gbɔ. Ðewohĩ axɔ wò ɖe agbe.” 32 Ale wosa akpanya ɖe ali, eye wosa ka ɖe ta heva Israel-fia gbɔ gblɔ be: “Wò subɔvi Ben-Hadad be, ‘Meɖe kuku, na matsi agbe.’” Eɖo eŋu na wo be: “Egale agbea?","31 And his officers said to him “See here, we have heard that the kings of the house of Israel are kindly kings: let us put sackcloths round our waists and ropes round our heads and go out to the king of Israel; he may spare your life.” 32 And they tied sackcloths round their waists and ropes round their heads and came to the king of Israel, and said “Your servant Ben-Hadad says ‘Spare my life.’”"
22461,"Nɔvinyee wònye.” 33 Eya ta ŋutsuawo tsɔe be dzesi nyui aɖee, eye woxɔ eƒe nyaa dzi se, eye wogagblɔ be: “Nyateƒee, nɔviwòe Ben-Hadad nye.” Egblɔ na wo be: “Miyi ɖakplɔe vɛ.”","And he said “Is he still alive? he is my brother.” 33 And the men, catching at the token, held him to him; word at once and said “Ben-Hadad is your brother!”"
22462,"34 Eye Ben-Hadad gblɔ nɛ be: “Du siwo fofonye xɔ le fofowò si la, magbugbɔ wo ana wò, eye àte ŋu atu asiwo na ɖokuiwò le Damasko abe ale si fofonye wɔ le Samaria ene.”","And he said “Go in and fetch him”; 34 and Ben-Hadad came out to him, and he took him up into the chariot."
22463,Eye Ahab ɖo eŋu be: “Le nubabla sia ta maɖe asi le ŋuwò.”,"And he said to him “The cities my father took from your father I will give back, and you shall establish bazars for yourself in Damascus as my father did in Samaria.”"
22464,Eye wòbla nu kplii heɖe asi le eŋu wòdzo.,“And on these terms I will let you go.”
22465,Ke ŋutsua gbe eƒoƒo.,And he made a treaty with him and let him go.
22466,"36 Eya ta egblɔ nɛ be: “Esi mèɖo to Yehowa ƒe gbe o ta la, kpɔ ɖa, ne ènya dzo le gbɔnye teti ko la, dzata awu wò.” Esi wòdzo le egbɔ la, dzata aɖe va dze edzi hewui.","35 And a man who belonged to the prophets’ fellowship said to his friend, by Jehovah’s direction, “Knock me down”; but the man refused to do it, 36 and he said to him “Since you did not obey Jehovah, when you go from me a lion is going to bring you down”; and he went away from him, and a lion did find him and brought him down."
22467,"37 Egakpɔ ŋutsu bubu, eye wògblɔ nɛ be: “Meɖe kuku, ƒom.” Eye ŋutsua ƒoe de abi eŋu.","37 And he found another man and said to him “Knock me down”; and the man knocked him down, drawing blood on him."
22468,"38 Eye nyagblɔɖila la yi ɖatɔ ɖe mɔ to nɔ fia la lalam, eye wòtsɔ nu bla ŋkume be woagadze si ye o. 39 Esi fia la tso eme va yina la, edo ɣli ɖo ɖe fia la gblɔ be: “Wò subɔvi yi aʋa la ƒe sesẽaƒe; eye kpɔ ɖa, ŋutsu aɖe kplɔ ame aɖe tso aʋakpeƒea vɛ nam hegblɔ be: ‘Dzɔ ŋutsu sia ŋu. Ne ebu la, woatsɔ wò agbe aɖo eƒe agbe teƒe, alo nàxe klosalo talento ɖeka.’ 40 Eye esi wò subɔvi nɔ nu wɔm le afii kple afi mɛ la, kasia ame la si dzo.”","38 And the prophet went and stood in the way of the king, and disguised himself with a bandage over his eyes; 39 and as the king passed by he cried out to the king and said “Your servant went out into the fight, and a man stepped out and brought a man to me and said ‘Guard this man; if he is missing it shall be your life for his, or you shall pay a hundred-weight of silver.’ 40 And then your servant was doing things in one place and another and he was gone.”"
22469,"Eye Israel-fia gblɔ nɛ be: “Nenemae woadrɔ̃ ʋɔnu wò; wò ŋutɔ èbu fɔ ɖokuiwò xoxo.” 41 Eye wòɖe nua ɖa le ŋkume kaba, eye Israel-fia la kpɔe dze sii be enye nyagblɔɖilawo dometɔ ɖeka. 42 Eye nyagblɔɖilaa gblɔ nɛ be: “Ale Yehowa gblɔe nye esi: ‘Esi nèɖe asi le ŋutsu si megblɔ be woatsrɔ̃ la ŋu wòsi ta la, wò agbe axɔ ɖe eƒe agbe teƒe, eye wò dukɔ axɔ ɖe eƒe dukɔ teƒe.’” 43 Eye Israel-fia la yi eƒe aƒe me le Samaria, nya la te ɖe edzi, eye wòlé blanui.","And the king of Israel said to him “That is your sentence; you have made the award yourself.” 41 And instantly he took the bandage off from over his eyes, and the king of Israel recognized him as being one of the prophets; 42 and he said to him “Says Jehovah, Since you have let out of your hands the man I claimed for death without quarter, it shall be your life and your people for his.” 43 And the king of Israel went on sullen and exasperated, and came to Samaria."
22470,1 Fiawo,1 Kings
22471,21:1-29,21:1-29
22472,"Eye na matsɔ waingble bubu si nyo wui la aɖo eteƒe na wò. Alo ne edze ŋuwò la, maxe ga home si wòaxɔ la na wò.” 3 Ke Nabot ɖo eŋu na Ahab be: “Mesɔ le Yehowa ŋkume be matsɔ tɔgbuinyewo ƒe domenyinu la ana wò o.” 4 Eya ta Ahab yi aƒe me, nya la te ɖe edzi eye wòlé blanui, le ale si Yezreeltɔ Nabot ɖo nya ŋu nɛ be, “Nyematsɔ tɔgbuinyewo ƒe domenyinu la ana wò o” la ta. Eyi ɖamlɔ anyi ɖe eƒe aba dzi hetrɔ mo ɖe aga, eye wògbe nuɖuɖu. 5 Srɔ̃a Izebel va egbɔ hebiae be: “Nu ka tae nèlé blanui hegbe nuɖuɖu?” 6 Eɖo eŋu nɛ be: “Elabena megblɔ na Yezreeltɔ Nabot be, ‘Tsɔ wò waingble la nam maƒle. Alo ne èlɔ̃ la, na matsɔ waingble bubu ana wò ɖe eteƒe.’ Ke egblɔ be: ‘Nyematsɔ nye waingble la ana wò o.’” 7 Srɔ̃a Izebel gblɔ nɛ be: “Menye wòe nye fia le Israel dzi ɖum oa?","21 And it befell after these events that Naboth the Jezreʽelite had a vineyard beside the palace of King Ahab of Samaria, 2 and Ahab spoke to Naboth and said “Give me your vineyard so that I may have it for a vegetable garden, because it is close to my house; and I will give you a better vineyard instead; if you prefer, I will pay you the price of this one in money”; 3 and Naboth said to Ahab “Jehovah forbid the thought of my giving you my family estate.” 4 And Ahab came home sullen and exasperated over the words of Naboth the Jezreʽelite had spoken to him, “I will not give you my family estate,” and took to his bed and turned his face to the wall and ate no food."
22473,"Fɔ nàɖu nu, eye dzi nadzɔ wò. Matsɔ Yezreeltɔ Nabot ƒe waingble la ana wò.” 8 Eya ta eŋlɔ agbalẽwo le Ahab ƒe ŋkɔ me hetsɔ fia la ƒe ŋkɔsigɛ tre wo nu, eye wòɖo agbalẽawo ɖe ametsitsiawo kple bubume siwo le Nabot ƒe du la me. 9 Ke eŋlɔ ɖe agbalẽawo me be: “Miɖe gbeƒã nutsitsidɔ, eye mina Nabot nanɔ dukɔ la ŋgɔ. 10 Eye mina ŋutsu yakame eve nabɔbɔ nɔ eŋgɔ, eye woatso enu be: ‘Èƒo fi de Mawu kple fia la!’ Eye miakplɔe ado goe ne miaƒu kpee wòaku.”","5 And his wife Jezebel went into his room and said to him “What does it mean that your spirit has gone and you are eating no food?” 6 And he told her “Because I spoke to Naboth the Jezreʽelite and said ‘Give me your vineyard for money, or, if you like, I will give you a vineyard instead of it,’ and he said ‘I will not give you my vineyard.’” 7 And his wife Jezebel said to him “And it is you that are exercising the royal power over Israel now!"
22474,"14 Eye wodɔ ame ɖo ɖe Izebel be: “Woƒu kpe Nabot wòku.” 15 Esi Izebel nya se be woƒu kpe Nabot wòku ko la, egblɔ na Ahab be: “Tso nàxɔ Yezreeltɔ Nabot ƒe waingble si wògbe be yematsɔ ana wò nàƒle o la, elabe Nabot megale agbe o, eku.” 16 Esi Ahab nya se be Nabot ku ko la, Ahab tso enumake yi Yezreeltɔ Nabot ƒe waingble la me be yeaxɔe wòazu ye tɔ. 17 Ke Yehowa ƒe gbe va na Eliya Tisbitɔ la be: 18 “Tso nàyi aɖado go Israel-fia Ahab, si le Samaria. Ele Nabot ƒe waingble si me wòyi be yeaxɔ la me. 19 Gblɔ nɛ be, ‘Ale Yehowa gblɔe nye esi: “Èwu ame tso, eye nègaxɔ eƒe nu hã wòzu tɔwòa?”’ Eye nàgblɔ nɛ be, ‘Ale Yehowa gblɔe nye esi: “Afi si avuwo ɖuɖɔ Nabot ƒe ʋu le la, afi mae avuwo aɖuɖɔ wò hã wò ʋu le.”’” 20 Eye Ahab gblɔ na Eliya be: “Oo nye futɔ, èke ɖe ŋunyea?”","Get up, eat food and be gay; I will give you Naboth the Jezreʽelite’s vineyard.” 8 And she wrote letters in Ahab’s name and sealed them with his seal, and sent the letters to the elders and gentry that lived where Naboth did; 9 and in the letters she wrote “Proclaim a fast, and have Naboth sit at the head of the people, 10 and have two blackguards sit down in his presence and testify against him ‘You cursed God and the king’; and take him out and stone him to death.” 11 And the men of his city, the elders and gentry who were residents in his city, did as Jezebel had sent them word to, as was written in the letters she sent them: 12 proclaimed a fast, and had Naboth sit at the head of the people, 13 and in came the two blackguards and sat down in his presence and testified against him “Naboth cursed God and the king,” and they took him outside the city and stoned him to death; 14 and they sent Jezebel word “Naboth has been stoned to death.” 15 And when Jezebel heard that Naboth had been stoned to death Jezebel said to Ahab “Get up and take possession of Naboth the Jezreʽelite’s vineyard, which he refused to give you for money; for Naboth is not alive, he has died.” 16 And when Ahab heard that Naboth was dead, Ahab rose to go down to Naboth the Jezreʽelite’s vineyard to take possession of it."
22475,"Eɖo eŋu be: “Meke ɖe ŋuwò. ‘Esi nètsɔ vɔ̃wɔwɔ ɖo dɔe le Yehowa ŋkume ta la, 21 kpɔ ɖa, mehe vɔ̃ gbɔna dziwò, eye makplɔ yowòme ƒiaƒiaƒia, eye matsrɔ̃ Ahab ƒe ŋutsuwo katã, ame siwo nye wɔnamanɔŋutɔwo kple ame beliwo gɔ̃ hã ɖa le Israel. 22 Eye mawɔ wò aƒe abe Yeroboam, Nebat vi, ƒe aƒe kple Baasa, Ahiya vi, ƒe aƒe ene, le dziku si nèdo nam hena Israel wɔ nu vɔ̃ la ta.’ 23 Eye ale Yehowa gblɔ le Izebel hã ŋue nye esi: ‘Avuwo aɖu Izebel keŋkeŋ le Yezreel-nyigba dzi.","17 And Jehovah’s word came to Elijah the Tishbite 18 “Go down to meet King Ahab of Israel, of Samaria; you will find him in Naboth’s vineyard, which he has gone down to take possession of; and tell him ‘Says Jehovah, You murdered and got possession, did you?’ 19 and tell him ‘Says Jehovah, In the place where the hogs and dogs lapped Naboth’s blood the dogs shall lap your own blood too.’” 20 And Ahab said to Elijah “Found me, have you, enemy?” and he said “Yes; since you have sold yourself to do mischief that displeases Jehovah, 21 I am bringing mischief to you, and will rout you out and will exterminate every male person that belongs to Ahab, barred and unbarred in Israel, 22 and make your family like the families of Jeroboam the son of Nebat and Baʽasha the son of Ahijah, for the affronts you gave me, and causing Israel to sin."
22476,"24 Ahab ƒe ame si aku ɖe du me la, avuwo aɖui; eye eƒe ame si aku ɖe gbe me la, dziƒoxewo aɖui. 25 Nyateƒee, ame aɖeke meganɔ anyi kpɔ abe Ahab ene, ame si tsɔ nu si nye vɔ̃ le Yehowa ŋkume la wɔwɔ ɖo dɔe, le esi srɔ̃a Izebel ƒoe ɖe enu ta o. 26 Ewɔ ŋunyɔnu wu, le esi wòdze legba nyɔŋuwo yome, abe ale si Amoritɔ siwo Yehowa nya le Israel-viwo ŋgɔ la katã wɔ la ene.’”","23 And Jehovah spoke of Jezebel too, and said ‘The dogs shall eat Jezebel on Jezreʽel common.’ 24 Whoever of Ahab’s dies in the city the dogs shall eat, and whoever dies in the country the birds of the air shall eat.” 25 No one at all was like Ahab, who sold himself to do what displeased Jehovah, his wife Jezebel instigating him; 26 and he went after fetishes most abominably, just as the Amorites had done, whom Jehovah dispossessed before the sons of Israel."
22477,"27 Esi Ahab nya se nya siawo ko la, edze eƒe awuwo, ta akpanya, eye wòtsi nu dɔ, etsi akpanya me dɔ, eye wònɔ yiyim kpookpookpoo. 28 Eye Yehowa ƒe gbe va na Eliya Tisbitɔ la be: 29 “Èkpɔ ale si Ahab bɔbɔ eɖokui le ŋkunyemea? Esi wòbɔbɔ eɖokui le ŋkunyeme ta la, nyemahe vɔ̃ la vɛ le eŋɔli o. Mahe vɔ̃ la ava eƒe aƒe la dzi le via ŋɔli.”","27 And when Ahab heard these words he tore his clothes and put a sackcloth on his flesh, and fasted, and slept in the sackcloth, and walked softly; 28 and Jehovah’s word came to Elijah the Tishbite 29 “Do you see how Ahab has humbled himself before me? since he has humbled himself before me, I will not bring the mischief in his days: in his son’s days I will bring the mischief upon his house.”"
22478,1 Fiawo,1 Kings
22479,22:1-53,22:1-53
22480,"2 Le ƒe etɔ̃lia me la, Yuda-fia Yehosafat yi Israel-fia gbɔ. 3 Israel-fia gblɔ na eŋumewo be: “Mienya be mía tɔe Ramot-Gilead nyea? Evɔ míele hehem ɖe megbe le exɔxɔ le Siria-fia si ŋu.” 4 Eye wòbia Yehosafat be: “Àho aʋa kplim ɖe Ramot-Gilead ŋua?” Yehosafat ɖo eŋu na Israel-fia la be: “Nye kpli wò la, ame ɖekae míenye. Nye dukɔ la, wò dukɔe.","22 And they remained three years without war between Syria and Israel; 2 but in the third year King Jehoshaphat of Judah came down to the king of Israel, 3 and the king of Israel said to his officers “Do you know that Ramoth-Gilead belongs to us? and we are lying stir instead of taking it out of the king of Syria’s hands.” 4 And he said to Jehoshaphat “Will you go with me to Ramoth-Gilead to war?” and Jehoshaphat said “I will do the same as you do, my people the same as your people, my ponies the same as your ponies.”"
22481,"Nye sɔwo la, wò sɔwoe.” 5 Gake Yehosafat gblɔ na Israel-fia be: “Meɖe kuku, bia gbe Yehowa gbã.” 6 Eya ta Israel-fia la ƒo nyagblɔɖilawo nu ƒu, woanɔ ame alafa ene, eye wòbia wo be: “Maho aʋa ɖe Ramot-Gilead ŋu loo alo matasia?” Eye woɖo eŋu nɛ be: “Ho yi, eye Yehowa atsɔe ade asi na fia la.”","5 And Jehoshaphat said to the king of Israel “First inquire for Jehovah’s word”; 6 and the king of Israel gathered the prophets, about four hundred of them, and said to them “Shall I go against Ramoth-Gilead to war or shall I let it be?” and they said “Go up and Jehovah will give it into your majesty’s hands.”"
22482,"7 Ke Yehosafat gblɔ be: “Ðe Yehowa ƒe nyagblɔɖila aɖeke megale afi sia oa? Mina míabia gbe eya hã kpɔ.” 8 Eye Israel-fia ɖo eŋu na Yehosafat be: “Ame ɖeka gali si gbɔ míabia gbe Yehowa le; ke melé fui, elabena megblɔa nya nyui aɖeke ɖi le ŋunye o, negbe nya vɔ̃wo ko, eyae nye Mikaya, Yimla vi.”","7 And Jehoshaphat said “Is there not any other prophet of Jehovah here for us to inquire from?” 8 And the king of Israel said to Jehoshaphat “There is one other man to inquire of Jehovah from, but I hate him because he does not prophesy good luck for me but bad"
22483,Ke Yehosafat gblɔ be: “Fia megagblɔ nya ma o.”,Micajah the son of Imlah.”
22484,"9 Eya ta Israel-fia la yɔ fiaŋume ɖeka gblɔ be: “Yi ɖakplɔ Mikaya, Yimla vi, vɛ fifi laa.” 10 Ke Israel-fia kple Yuda-fia Yehosafat le woƒe fiawuwo me, eye wo dometɔ ɖe sia ɖe bɔbɔ nɔ eƒe fiazikpui dzi le nukuƒoƒe le Samaria dua ƒe agbo nu, eye nyagblɔɖilawo katã nɔ nya gblɔm ɖi le wo ŋkume.","And Jehoshaphat said “Do not say such things, your majesty.” 9 And the king of Israel called to a eunuch and said “Hurry up with Micajah the son of Imlah.” 10 And the king of Israel and King Jehoshaphat of Judah were sitting each on his throne, clad in robes of state, at the gate of Samaria, with all the prophets under the power before them."
22485,"11 Eye Zedekiya, Kenaana vi la, tsɔ ga wɔ lãdzowo, eye wògblɔ be: “Ale Yehowa gblɔe nye esi, ‘Esiawoe nàtsɔ atu Siriatɔwo va se ɖe esime nàtsrɔ̃ wo keŋkeŋ.’” 12 Eye nyagblɔɖila bubuawo katã hã nɔ nya ɖeka ma ke gblɔm ɖi be: “Ho yi Ramot-Gilead, eye adze edzi na wò; Yehowa atsɔe ade asi na fia la.” 13 Ame dɔdɔ si yi Mikaya yɔ ge la gblɔ nɛ be: “Kpɔ ɖa! Nyagblɔɖilawo katã ƒe nu sɔ, eye wogblɔ nya nyui na fia la.","11 And Sidkijah the son of Kenaʽanah made himself iron horns, and said “Says Jehovah, With these you shall gore the Syrians till you have finished them”; 12 and all the prophets prophesied so, “Go up to Ramoth-Gilead and be successful, Jehovah will give it into your majesty’s hands.” 13 And the messenger who went to summon Micajah told him “Here the prophets have unanimously spoken good luck for the king; let your word be like the word of one of them, speak good luck”; 14 but Micajah said “By Jehovah, what Jehovah tells me, that I will speak.”"
22486,"Meɖe kuku, na wò hã wò nya nanɔ abe wo tɔ ene, eye nàƒo nu nyuie.” 14 Ke Mikaya gblɔ be: “Zi ale si Yehowa le agbe la, nya si Yehowa agblɔ nam lae magblɔ.” 15 Esi wòva fiaa gbɔ la, fia la biae be: “Mikaya, mího aʋa ɖe Ramot-Gilead ŋu loo alo mítasia?” Eɖo eŋu enumake be: “Ho yi, eye àɖu dzi; Yehowa atsɔe ade asi na fia la.” 16 Eye fia la biae be: “Zi neni gɔ̃ mana nàka atam be nàgblɔ nyateƒe sɔŋ ko nam le Yehowa ƒe ŋkɔ me?” 17 Eya ta egblɔ be: “Mekpɔ Israel-viwo katã kaka ɖe towo dzi, abe alẽ siwo nu kplɔla aɖeke mele o ene. Yehowa gblɔ be: ‘Aƒetɔ aɖeke mele wo nu o. Wo dometɔ ɖe sia ɖe negbugbɔ yi aƒe me le ŋutifafa me.’”","15 And he came to the king, and the king said to him “Micajah, shall I go to Ramoth-Gilead to war or shall I let it be?” and he said to him “Go up and be successful, Jehovah will give it into your majesty’s hands.” 16 And the king said to him “How many times shall I adjure you not to speak anything at all but truth to me in Jehovah’s name?” 17 And he said “I saw all Israel scattered on the mountains like sheep without a shepherd, and Jehovah said ‘These have no sovereign; let them go home in peace.’”"
22487,"18 Eye Israel-fia la gblɔ na Yehosafat be: “Nyemegblɔe na wò be, ‘Magblɔ nya nyui aɖeke ɖi le ŋunye o, negbe nya vɔ̃wo ko’ oa?”","18 And the king of Israel said to Jehoshaphat “Did I not tell you he would not prophesy good luck for me but bad?” 19 And he said “Hear Jehovah’s word, then!"
22488,"19 Mikaya gagblɔ be: “Eya ta se Yehowa ƒe nya: Mekpɔ Yehowa wòbɔbɔ nɔ eƒe fiazikpui dzi, eye dziƒoʋakɔ blibo la katã tɔ ɖe egbɔ, le eƒe ɖusime kple eƒe miame. 20 Eye Yehowa bia be, ‘Ame kae aflu Ahab, ne wòaho ayi aɖatsi aʋa le Ramot-Gilead?’","I saw Jehovah sitting on his throne, and all the legions of heaven stood by at his right and left, 20 and Jehovah said ‘Who will inveigle Ahab into going up and falling at Ramoth-Gilead?’"
22489,"Ame si gblɔ be ale, eye ame kemɛ be ale. 21 Mlɔeba gbɔgbɔ aɖe te va hetɔ ɖe Yehowa ŋkume gblɔ be, ‘Maflui.’ Yehowa biae be, ‘Aleke nàwɔe?’ 22 Eɖo eŋu be, ‘Mayi aɖazu beblegbɔgbɔ le eƒe nyagblɔɖilawo katã ƒe nu me.’","And one said this way and another that way; 21 but the Spirit stood out before Jehovah and said ‘I will inveigle him,’ 22 and Jehovah said ‘In what ways? and it said ‘I will go out and be a spirit of falsehood in the mouths of all his prophets.’"
22490,"24 Eye Zedekiya, Kenaana vi, te va ƒo tome na Mikaya gblɔ be: “Mɔ kae Yehowa ƒe gbɔgbɔ la to dzo le gbɔnye hafi va ƒo nu kpli wò ya?” 25 Mikaya ɖo eŋu be: “Kpɔ ɖa! Gbe si gbe nàge ɖe xɔ ememetɔ me be yeabe la, àkpɔ mɔa.” 26 Eye Israel-fia la ɖe gbe be: “Milé Mikaya yi ɖade dununɔla Amon kple fiavi Yoas si. 27 Eye migblɔ na wo be, ‘Ale fia la gblɔe nye esi: “Mitsɔ ame sia de gaxɔ me, eye mina abolo vi aɖe kple tsi vi aɖe koe va se ɖe esime magbɔ le ŋutifafa me.”’” 28 Ke Mikaya ɖo eŋu be: “Ne ètrɔ gbɔ le ŋutifafa me la, ekema Yehowa meƒo nu kplim o.”","And he said ‘You shall inveigle him and be successful in it; go out and do so.’ 23 Now here has Jehovah put a spirit of falsehood in the mouths of all these prophets of yours, but Jehovah proposes bad luck for you.” 24 And Sidkijah the son of Kenaʽanah came up and struck Micajah on the cheek and said “Where did Jehovah’s spirit pass from me to speak with you?” 25 and Micajah said “You are going to see on that day, you will be getting into a closet to hide.” 26 And the king of Israel said “Take Micajah and take him back to City Captain Amon and Prince Joash 27 and say ‘By order of the king, put this fellow in jail and feed him half rations of bread and water till I come safe here.’” 28 And Micajah said “If you do come back safe, Jehovah did not speak in me.”"
22491,"Eye wògblɔ kpee be: “Mi dukɔwo katã, mide dzesii!” 29 Ke Israel-fia kple Yuda-fia Yehosafat ho yi Ramot-Gilead. 30 Eye Israel-fia gblɔ na Yehosafat be: “Matrɔ nye dzedzeme ahayi aʋa la nu, ke wò la, nɔ wò fiawu me.”",29 And the king of Israel and King Jehoshaphat of Judah went up to Ramoth-Gilead; 30 and the king of Israel said to Jehoshaphat “I disguise myself and go into the fighting; but do you wear your robes of state”; and the king of Israel disguised himself and went into the fighting.
22492,"Ale Israel-fia la trɔ eƒe dzedzeme heyi aʋa la nu. 31 Ke Siria-fia de se na eƒe tasiaɖam-megã blaetɔ̃ vɔ eveawo be: “Migawɔ aʋa kple ame tsɛ alo ame ŋkuta aɖeke o, negbe Israel-fia la ko.” 32 Esi tasiaɖam-megãwo kpɔ Yehosafat ko la, wogblɔ be: “Eyae nye Israel-fia la!” Eya ta wotrɔ ɖe eŋu be yewoawɔ aʋa kplii; eye Yehosafat de asi ɣlidodo me be woaxɔ na ye.","31 And the king of Syria had given his chariot-captains, thirty-two of them, the order “Do not attack small or great but only the king of Israel”; 32 and when the chariot-captains saw Jehoshaphat, thinking it must be the king of Israel, they turned off against him to attack him; and Jehoshaphat called out, 33 and when the chariot-captains saw that it was not the king of Israel they turned back and left off following him."
22493,"33 Esi tasiaɖam-megãwo kpɔ be menye Israel-fia lae o ko la, wogbugbɔ le eyome enumake. 34 Ke ŋutsu aɖe vu eƒe da me hedae ɖe yame ko, eye aŋutrɔa va te Israel-fia le eƒe gawua kpeƒe. Eya ta fia la gblɔ na eƒe tasiaɖamdola la be: “Trɔ, nàkplɔm dzoe le aʋagbea dzi, elabena mexɔ abi vevie.” 35 Wowɔ aʋa la ŋkeke bliboa katã, eye wolé fia la ɖe tsitrenu le eƒe tasiaɖam la me wòdze ŋgɔ Siriatɔwo.","34 And a man drew his bow at haphazard and hit the king of Israel between the tassets and the hauberk; and he said to his charioteer “Turn your ponies and take me out of the army, for I am hard hit”; 35 but the fight ran high that day, and the king was kept standing in the chariot facing the Syrians till evening, and the blood ran down into the bottom of the chariot; and at evening he died."
22494,"Eƒe abia ɖuɖu ʋu ɖe aʋatasiaɖam la me, eye wòku le fiẽ me. 36 Le ɣeɖoto lɔƒo la, ɣli ɖi sesĩe le asaɖa la me be: “Ame sia ame neyi eƒe du me!","36 And a cry went through the army at sunset “Every man to his own city, and each to his own country; 37 for the king is dead!”"
22495,Ame sia ame neyi eƒe anyigba dzi!” 37 Fia la ku eye wokɔe va Samaria; woɖi fia la ɖe Samaria.,"And they came to Samaria, and buried the king at Samaria."
22496,"38 Esi wova klɔ aʋatasiaɖam la le Samaria-ta to la, avuwo va ɖuɖɔ eƒe ʋu, eye gbolowo va le tsi le afi ma le Yehowa ƒe nya si wògblɔ la nu.","38 And the chariot was washed at the reservoir of Samaria; and the dogs lapped up his blood, and the prostitutes bathed, in accordance with Jehovah’s prediction which he had made."
22497,"39 Ke Ahab ŋutinya susɔeawo kple nu siwo katã wòwɔ, nyiɖuxɔ si wòtu kple du siwo katã wòtso la, woŋlɔ wo ɖe Israel-fiawo ƒe ŋutinyagbalẽ me.","39 And as to the rest of the history of Ahab, and all that he did, and the ivory house that he built, and all the cities he fortified, they are recorded in the chronicles of the kings of Israel."
22498,40 Eye wotsɔ Ahab mlɔ tɔgbuiawo gbɔ; eye via Ahaziya zu fia ɖe eteƒe.,"40 And Ahab went to rest with his fathers, and his son Ahaziah succeeded him."
22499,"41 Ke Yehosafat, Asa vi, zu fia ɖe Yuda dzi le Israel-fia Ahab ƒe ƒe enelia me. 42 Yehosafat xɔ ƒe blaetɔ̃ vɔ atɔ̃ esime wòzu fia, eye wòɖu fia ƒe blaeve vɔ atɔ̃ le Yerusalem.","41 And Jehoshaphat the son of Asa became king over Judah in the year four of King Ahab of Israel; 42 Jehoshaphat was thirty-five years old at his accession to the throne, and reigned twenty-five years at Jerusalem; and his mother’s name was Azubah the daughter of Shilhi."
22500,"Dadaa ŋkɔe nye Azuba, Silhi vinyɔnu. 43 Eto fofoa Asa ƒe ʋe me.","43 And he walked altogether in the path of his father Asa, never turned from it, doing what Jehovah approved;"
22501,"Mete ɖe aga o, ke boŋ ewɔ nu si le dzɔdzɔe le Yehowa ŋkume.",22:44
22502,"Gake womeɖe nuxeƒewo ɖa o, eye dukɔ la gasaa vɔ hedoa dzudzɔ le nuxeƒewo kokoko.","only the heights were not removed, the people still sacrificed and made burnings on the heights."
22503,44 Ŋutifafa nɔ Yehosafat kple Israel-fia dome.,44 22:45 And Jehoshaphat made peace with the king of Israel.
22504,"45 Ke Yehosafat ŋutinya susɔeawo, eƒe kalẽwɔwɔwo kple ale si wòwɔ aʋae la, woŋlɔ wo ɖe Yuda-fiawo ƒe ŋutinyagbalẽ me.","45 22:46 And as to the rest of the history of Jehoshaphat, and the exploits he performed, they are recorded in the chronicles of the kings of Judah."
22505,"46 Eɖe ŋutsu siwo gbɔ ŋutsuwo dɔna le gbedoxɔ me, siwo susɔ le fofoa Asa ŋɔli la hã ɖa le anyigba la dzi.",46 22:47 And Jehoshaphat routed out from the country the rest of the religious prostitutes that had been left in the days of his father Asa.
22506,"47 Ke fia aɖeke menɔ Edom o; fiateƒenɔlae nɔ dzi ɖum le afi ma. 48 Yehosafat dɔ Tarsis tɔdziʋuwo be woayi aɖatsɔ sika tso Ofir vɛ, ke womete ŋu de o, elabena tɔdziʋuawo gbã le Ezion-Geber.","47 22:48 And there was no king in Edom; 48 22:49 and King Jehoshaphat’s commissioner made a Spain-ship to go to Ophir for gold, but did not go, because the ship was wrecked at Ghesjon-Geber."
22507,"49 Ɣemaɣie Ahaziya, Ahab vi, gblɔ na Yehosafat be: “Na nye dɔlawo nanɔ tɔdziʋuawo me ayi kple wò dɔlawo,” gake Yehosafat melɔ̃ o.","49 22:50 Then Ahaziah the son of Ahab said to Jehoshaphat “Let my officers go with yours in the ship,” but Jehoshaphat would not consent."
22508,"50 Eyome wotsɔ Yehosafat mlɔ tɔgbuiawo gbɔ, woɖii ɖe tɔgbuiawo gbɔ le tɔgbuia David Ƒe Du la me; eye via Yehoram zu fia ɖe eteƒe.","50 22:51 And Jehoshaphat went to rest with his fathers, and was buried with his fathers in David’s City, and his son Jehoram succeeded him."
22509,"51 Ahaziya, Ahab vi, zu fia ɖe Israel dzi le Samaria le Yuda-fia Yehosafat ƒe ƒe wuiadrelia me, eye wòɖu Israel dzi ƒe eve.","51 22:52 Ahaziah the son of Ahab became king over Israel at Samaria in the year twenty-four of King Jehoshaphat of Judah, and he reigned over Israel two years."
